rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link
AKA House - Buffet Nướng & Lẩu Nhật Bản - Nguyễn Gia Trí,"124 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",11:00 - 21:00,100.000 - 300.000,6.0,5.6,5.8,5.6,6.3,6.7,https://www.foody.vn/ho-chi-minh/aka-house-buffet-nuong-lau-nhat-ban-nguyen-gia-tri
Sumo BBQ - Gigamall - Buffet Nướng & Lẩu,"Gian Hàng 05 - 16, 05 - 17, Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,300.000 - 407.000,9.6,9.6,9.4,9.6,9.6,9.6,https://www.foody.vn/ho-chi-minh/sumo-bbq-giga-mall-buffet-nuong-lau
AKA House - Buffet Nướng & Lẩu Nhật Bản - Sense City Phạm Văn Đồng,"Tầng 3,  Tầng 3 Sense City Phạm Văn Đồng, 240 - 242 Kha Vạn Cân, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",11:00 - 21:00,100.000 - 300.000,6.6,6.4,6.4,6.3,6.9,6.9,https://www.foody.vn/ho-chi-minh/aka-house-buffet-nuong-lau-nhat-ban-sense-city-pham-van-dong
McDonald's Đa Kao,"2 - 6 Bis Điện Biên Phủ, Quận 1, TP. HCM",Đang mở cửa  00:01 - 23:59,50.000 - 200.000,7.2,7.1,6.5,7.3,7.6,7.6,https://www.foody.vn/ho-chi-minh/mcdonald-s-da-kao
Chang - Modern Thai Cuisine - Cao Thắng,"4 Cao Thắng, P. 5, Quận 3, TP. HCM",11:00 - 21:00,50.000 - 300.000,7.9,8.0,7.4,8.0,7.9,8.3,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine
McDonald's Ben Thanh,"2-2A Trần Hưng Đạo, P. Bến Thành, Quận 1, TP. HCM",Đang mở cửa  00:01 - 23:59,50.000 - 200.000,7.3,7.2,6.5,7.2,7.6,7.9,https://www.foody.vn/ho-chi-minh/mcdonald-s-ben-thanh
Chang - Modern Thai Cuisine - Võ Văn Ngân,"292 Võ Văn Ngân, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",11:00 - 21:00,50.000 - 300.000,8.8,8.9,8.3,9.1,9.0,8.9,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-vo-van-ngan
Chang - Modern Thai Cuisine - Phan Xích Long,"347 Phan Xích Long, P. 1, Quận Phú Nhuận, TP. HCM",11:00 - 21:00,50.000 - 300.000,8.4,8.5,7.8,8.6,8.3,8.7,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-phan-xich-long
McDonald's Phu Lam,"718Bis Kinh Dương Vương, P. 13, Quận 6, TP. HCM",07:00 - 23:00,30.000 - 80.000,7.3,7.4,6.4,7.2,7.8,7.6,https://www.foody.vn/ho-chi-minh/mcdonald-s-phu-lam
Chang - Modern Thai Cuisine - Nguyễn Đức Cảnh,"SB8-1, Mỹ Khánh 2, Nguyễn Đức Cảnh, Quận 7, TP. HCM",11:00 - 21:30,50.000 - 300.000,8.3,8.3,8.0,8.4,8.5,8.5,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-nguyen-duc-canh
Chang - Modern Thai Cuisine - Hoàng Hoa Thám,"110 Hoàng Hoa Thám, P. 12, Quận Tân Bình, TP. HCM",11:00 - 20:30,25.000 - 60.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-hoang-hoa-tham
Bánh Tráng Nướng Đà Lạt NTP Bình Thạnh,"006 Lô B Chung Cư 23/49 TrườNg Sa, P. 3, Quận Bình Thạnh, TP. HCM",16:30 - 22:00,7.000 - 23.000,7.8,7.8,8.0,7.8,7.7,8.0,https://www.foody.vn/ho-chi-minh/banh-trang-nuong-da-lat-ntp-binh-thanh
McDonald's Go Vap,"1 Quang Trung, P. 3, Quận Gò Vấp, TP. HCM",08:00 - 23:00,50.000 - 100.000,7.3,7.4,6.4,7.3,7.6,7.8,https://www.foody.vn/ho-chi-minh/mcdonald-s-go-vap
Chang - Modern Thai Cuisine - Vạn Hạnh Mall,"Tầng 05, Trung Tâm Thương Mại Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",11:00 - 21:00,79.000 - 330.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-van-hanh-mall
Bánh Bèo Thanh Nga - 149/1A Nơ Trang Long,"149/1A Nơ Trang Long, P. 12, Quận Bình Thạnh, TP. HCM",15:00 - 21:00,20.000 - 44.000,6.1,6.5,6.2,5.8,5.8,6.3,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-149-1a-no-trang-long
Hello Pasta - Beefsteak - Mì Ý - Phan Xích Long,"392 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",09:30 - 21:30,35.000 - 200.000,7.7,8.0,7.9,7.8,7.1,8.0,https://www.foody.vn/ho-chi-minh/hello-pasta-beefsteak-mi-y-phan-xich-long
Bánh Bèo Thanh Nga - Rạch Bùng Binh,"43 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",15:00 - 20:00,3.000 - 30.000,6.5,6.5,6.3,6.3,6.8,6.8,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-rach-bung-binh
McDonald's Vivo,"Tầng 1,  Tầng 1 - SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 300.000,7.1,7.2,6.7,7.0,7.1,7.4,https://www.foody.vn/ho-chi-minh/mcdonald-s-sc-vivocity
Bánh Bèo Thanh Nga - Nơ Trang Long,"149/1 Nơ Trang Long, P. 12, Quận Bình Thạnh, TP. HCM",07:30 - 11:00 | 15:00 - 22:00,20.000 - 40.000,6.2,6.4,6.3,6.0,5.7,6.6,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-no-trang-long
Bánh Bèo Thanh Nga - Saigon House,"77 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",08:00 - 22:30,3.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-saigon-house
Súp Cua Hạnh - Sư Vạn Hạnh,"549 Sư Vạn Hạnh, Quận 10, TP. HCM",06:15 - 22:30,12.000 - 22.000,6.1,6.6,5.7,6.1,5.8,6.5,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-su-van-hanh
McDonald's Nguyen Hue,"123 - 125 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",Đang mở cửa  00:01 - 23:59,25.000 - 80.000,7.4,7.4,6.9,7.1,7.6,8.1,https://www.foody.vn/ho-chi-minh/mcdonald-s-nguyen-hue
Hello Pasta - Beefsteak - Mì Ý - Trần Phú,"8 Trần Phú, P. 4, Quận 5, TP. HCM",09:30 - 21:30,35.000 - 200.000,8.1,8.3,8.4,8.3,7.6,8.1,https://www.foody.vn/ho-chi-minh/hello-pasta-beefsteak-mi-y-tran-phu
Súp Cua Hạnh - Thống Nhất,"208 Thống Nhất, Quận Gò Vấp, TP. HCM",Đang cập nhật,15.000 - 33.000,6.0,6.7,5.7,5.8,5.7,6.3,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-thong-nhat
McDonald’s Vincom Masteri,"Tầng 1,  L1-11,12,13, TTTM Vincom Masteri, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",07:00 - 12:00,20.000 - 250.000,7.6,7.5,7.2,7.8,7.8,7.7,https://www.foody.vn/ho-chi-minh/mcdonald-s-vincom-masteri
Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,"354 - 356 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",09:00 - 22:00,15.000 - 44.000,6.9,6.9,7.1,6.4,6.8,7.3,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-tran-hung-dao-hcm
Súp Cua Hạnh - Nguyễn Tri Phương,"402 Nguyễn Tri Phương , Quận 10, TP. HCM",07:00 - 22:00,10.000 - 22.000,6.2,6.6,5.8,6.1,5.6,6.8,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-nguyen-tri-phuong
Súp Cua Hạnh - Nguyễn Thái Sơn,"12 Nguyễn Thái Sơn, P. 3, Quận Gò Vấp, TP. HCM",06:15 - 22:30,15.000 - 33.000,6.7,7.1,6.6,6.4,6.4,6.8,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-nguyen-thai-son
Gà rán và Mì Ý - Jollibee - Coop Mart Xa Lộ Hà Nội,"Tầng Trệt Coop Mart, 191 Quang Trung, P. Hiệp Phú , Tp. Thủ Đức, TP. HCM",09:00 - 22:00,15.000 - 50.000,6.8,6.9,7.0,6.4,6.6,7.1,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-coop-mart-xa-lo-ha-noi
McDonald’s Saigon Supermarket,"Siêu Thị Sài Gòn, 460 Đường 3 Tháng 2, P. 12, Quận 10, TP. HCM",07:00 - 23:00,30.000 - 100.000,6.7,6.9,6.4,6.2,6.7,7.1,https://www.foody.vn/ho-chi-minh/mcdonald-s-saigon-supermarket
Súp Cua Hạnh - Đinh Tiên Hoàng,"87C Đinh Tiên Hoàng, P. 3, Quận Bình Thạnh, TP. HCM",15:00 - 23:00,10.000 - 22.000,6.6,7.0,6.3,6.7,6.0,7.2,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-dinh-tien-hoang
McDonald's - Saigon Centre,"Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",09:30 - 21:30 | 09:30 - 21:30,50.000 - 200.000,7.1,7.2,6.9,6.8,7.0,7.6,https://www.foody.vn/ho-chi-minh/mcdonald-s-saigon-centre
Gà rán và Mì Ý - Jollibee - Pasteur,"194D Pasteur, P. 6, Quận 3, TP. HCM",09:00 - 22:00,15.000 - 44.000,6.8,6.8,7.0,6.6,6.6,7.2,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-pasteur
Gà rán và Mì Ý - Jollibee - Cộng Hòa,"Tầng Trệt,  Tầng Trệt, Vincom Maximark Cộng Hòa, 15 -17 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",09:00 - 22:00,15.000 - 44.000,7.0,6.8,7.1,6.6,7.0,7.5,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-cong-hoa
McDonald's Tân Sơn Nhất,"Ga Quốc Nội Sân Bay Tân Sơn Nhất, Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",10:00 - 22:00,30.000 - 80.000,7.2,7.3,7.2,6.8,7.3,7.5,https://www.foody.vn/ho-chi-minh/mcdonald-s-tan-son-nhat
Súp Cua Hạnh - Liên Tỉnh 5,"108 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM",14:00 - 22:00,20.000 - 40.000,7.4,8.0,7.5,7.5,6.5,7.5,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-lien-tinh-5
Súp Cua Hạnh - Nguyễn Công Trứ,"381 Nguyễn Công Trứ, Quận 1, TP. HCM",06:00 - 22:00,12.000 - 22.000,,5.9,5.4,5.3,5.5,6.2,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-nguyen-cong-tru
McDonald’s Hoang Dieu,"Chung Cư H3, 384 Hoàng Diệu, P. 6, Quận 4, TP. HCM",07:00 - 23:00,30.000 - 100.000,6.8,7.1,6.6,6.7,6.8,6.7,https://www.foody.vn/ho-chi-minh/mcdonald-s-hoang-dieu
Súp Cua Hạnh - Phạm Văn Hai,"95 Phạm Văn Hai, Quận Tân Bình, TP. HCM",06:15 - 22:30,20.000 - 55.000,,5.7,5.0,5.2,5.6,6.1,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-pham-van-hai
McDonald’s Vincom Thu Duc,"Vincom Thủ Đức, 216 Võ Văn Ngân, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",11:00 - 21:00,30.000 - 1.000,7.7,7.9,7.1,7.8,7.6,7.9,https://www.foody.vn/ho-chi-minh/mcdonald-s-vincom-thu-duc
Súp Cua Hạnh - Hòa Bình,"84E Hòa Bình, Quận 11, TP. HCM",14:00 - 22:00,25.000 - 35.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-hoa-binh
Gà rán và Mì Ý - Jollibee - Hòa Hảo,"Tầng 3, Coopmart Lý Thường Kiệt, 497 Hòa Hảo, P. 7, Quận 10, TP. HCM",09:30 - 21:00,15.000 - 44.000,6.1,6.1,6.2,5.7,6.0,6.4,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-hoa-hao
Súp Cua Hạnh - Lê Đức Thọ,"Lê Đức Thọ, Quận Gò Vấp, TP. HCM",07:00 - 22:30,17.000 - 20.000,8.0,10.0,10.0,5.0,5.0,10.0,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-le-duc-tho
Gà rán và Mì Ý - Jollibee - Hoa Sứ,"Tầng 2, Coopmart Rạch Miễu, 48 Hoa Sứ, P. 7 , Quận Phú Nhuận, TP. HCM",09:00 - 22:00,15.000 - 44.000,,6.0,6.2,5.3,5.3,6.0,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-hoa-su
Súp Cua Hạnh - Phạm Viết Chánh,"144 Phạm Viết Chánh, Quận 1, TP. HCM",06:15 - 22:00,22.000 - 44.000,8.3,8.6,8.3,8.6,8.3,7.6,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-pham-viet-chanh
Hancook Korean Fast Food - Đường 3 Tháng 2,"181/2 Đường 3 Tháng 2, Quận 10, TP. HCM",09:00 - 22:00,60.000 - 165.000,7.0,7.2,7.4,6.7,6.7,6.9,https://www.foody.vn/ho-chi-minh/hancook-korean-fast-food
Sushi Viên Ông Chủ Nhỏ - 78 Nguyễn Tiểu La,"78 NguyễN TiểU La, P. 5, Quận 10, TP. HCM",11:00 - 21:00,1.000 - 150.000,,5.8,6.2,6.1,5.6,6.1,https://www.foody.vn/ho-chi-minh/sushi-vien-ong-chu-nho-78-nguyen-tieu-la
Gà rán và Mì Ý - Jollibee - Nguyễn Thị Minh Khai,"Saigon Star Hotel, 204 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",07:00 - 22:00,20.000 - 50.000,7.2,7.3,7.1,6.9,7.0,7.8,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-nguyen-thi-minh-khai
Sushi Viên Ông Chủ Nhỏ - 70B Hậu Giang,"70B Hậu Giang, P. 6, Quận 6, TP. HCM",10:00 - 22:00,1.000 - 170.000,,4.3,5.3,4.6,5.0,5.6,https://www.foody.vn/ho-chi-minh/sushi-vien-ong-chu-nho-hau-giang
Hancook Korean Fast Food - Nguyễn Tri Phương,"263 Nguyễn Tri Phương, P. 5, Quận 10, TP. HCM",09:00 - 22:00,15.000 - 265.000,6.8,6.7,7.1,6.3,6.6,7.2,https://www.foody.vn/ho-chi-minh/hancook-korean-fast-food-nguyen-tri-phuong
Dimsum Homemade - Há Cảo Đặc Biệt - Trần Khắc Chân,"77 Trần Khắc Chân, Quận 1, TP. HCM",10:00 - 22:00,30.000 - 30.000,6.1,6.1,6.7,5.8,5.7,6.4,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-dac-biet-tran-khac-chan
Gà rán và Mì Ý - Jollibee - Trường Chinh,"360 Trường Chinh, Quận Tân Bình, TP. HCM",09:00 - 21:30 | 09:00 - 21:30,20.000 - 120.000,7.2,7.2,6.9,7.3,7.1,7.4,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-truong-chinh
Dimsum Homemade - Há Cảo Đặc Biệt - Shop Online - Phan Văn Trị,"739 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",08:00 - 22:00,10.000 - 30.000,,2.7,4.1,3.4,3.9,4.1,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-dac-biet-shop-online-phan-van-tri
Hancook Korean Fast Food - Nguyễn Trọng Tuyển,"320 Nguyễn Trọng Tuyển, P. 1, Quận Tân Bình, TP. HCM",09:00 - 22:00,10.000 - 265.000,7.4,7.0,7.2,7.4,7.9,7.7,https://www.foody.vn/ho-chi-minh/hancook-korean-fast-food-nguyen-trong-tuyen
Dimsum Homemade - Há Cảo Đặc Biệt - Nguyễn Gia Trí,"29/12 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",10:00 - 22:00,30.000 - 30.000,7.8,7.4,7.5,8.5,7.6,8.0,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-dac-biet-nguyen-gia-tri
Hancook Korean Fast Food - Nguyễn Gia Trí,"123 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",09:00 - 22:00,10.000 - 265.000,9.0,8.4,8.9,9.0,9.3,9.3,https://www.foody.vn/ho-chi-minh/hancook-korean-fast-food-nguyen-gia-tri
Dimsum Homemade - Há Cảo Ngũ Sắc - Nguyễn Thị Nhỏ,"164C Nguyễn Thị Nhỏ, P. 15, Quận 11, TP. HCM",11:00 - 22:00,30.000 - 30.000,6.3,6.5,6.5,6.5,5.8,6.3,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-ngu-sac-nguyen-thi-nho
Gà rán và Mì Ý - Jollibee - Quốc Lộ 13,"68/1 Quốc Lộ 13, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",09:00 - 21:00,15.000 - 50.000,7.2,6.9,7.3,7.6,6.9,7.4,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-quoc-lo-13
Dimsum Homemade - Há Cảo Đặc Biệt - Hồ Bá Kiện,"164 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",07:00 - 22:00,5.000 - 200.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-dac-biet-ho-ba-kien
Ăn Vặt - Há Cảo Hong Kong - Vạn Kiếp,"159 Vạn Kiếp, P. 3, Quận Bình Thạnh, TP. HCM",15:30 - 22:00,20.000 - 50.000,7.6,7.8,7.9,7.7,6.8,7.6,https://www.foody.vn/ho-chi-minh/an-vat-ha-cao-hong-kong-van-kiep
Ăn Vặt - Há Cảo Hong Kong - Tôn Đản,"112 Tôn Đản, Quận 4, TP. HCM",16:00 - 22:00,10.000 - 30.000,8.5,9.0,8.7,9.0,7.9,7.9,https://www.foody.vn/ho-chi-minh/an-vat-ha-cao-hong-kong-ton-dan
Gà rán và Mì Ý - Jollibee - Phan Văn Trị,"Tầng 4, Vincom Gò Vấp, 12 Phan Văn Trị, Quận Gò Vấp, TP. HCM",11:00 - 21:30,3.000 - 100.000,7.3,7.3,7.1,7.3,7.3,7.5,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-phan-van-tri
The Pizza Company - Nguyễn Thị Minh Khai,"506 - 508 Nguyễn Thị Minh Khai, P. 2, Quận 3, TP. HCM",10:00 - 22:00,100.000 - 250.000,7.4,7.6,7.2,7.1,7.6,7.6,https://www.foody.vn/ho-chi-minh/the-pizza-company-nguyen-thi-minh-khai
Há Cảo Hồng Kông - Ung Văn Khiêm,"33 Ung Văn Khiêm, Quận Bình Thạnh, TP. HCM",16:00 - 22:00,20.000 - 50.000,7.1,7.5,7.5,7.0,6.5,7.0,https://www.foody.vn/ho-chi-minh/ha-cao-hong-kong-ung-van-khiem
Gà rán và Mì Ý - Jollibee - Lê Văn Việt,"Vincom Plaza Lê Văn Việt, 50 Lê Văn Việt, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,20.000 - 100.000,7.1,6.9,7.5,7.5,6.9,7.0,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-le-van-viet
Gà rán và Mì Ý - Jollibee - BigC An Lạc,"BigC An Lạc, Quốc Lộ 1A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",09:00 - 21:00,35.000 - 200.000,6.4,6.2,6.4,6.2,6.4,6.8,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-bigc-an-lac
Súp Cua Cô Bông - Chợ Thiếc,"166 Phó Cơ Điều, Quận 11, TP. HCM",13:45 - 19:00,15.000 - 20.000,7.5,8.4,7.8,7.4,6.7,7.2,https://www.foody.vn/ho-chi-minh/sup-cua-cho-thiec
The Pizza Company - Lê Đại Hành,"Lô 4, Khu B, Căn Số 7, Chung Cư Phú Thọ, Lê Đại Hành, P. 15, Quận 11, TP. HCM",10:00 - 22:00,100.000 - 250.000,7.3,7.7,7.0,7.0,7.5,7.5,https://www.foody.vn/ho-chi-minh/the-pizza-company-le-dai-hanh
Súp Cua Cô Bông - Chợ Thiếc 2,"Đối Diện 480 Tân Phước, P. 6, Quận 11, TP. HCM",07:30 - 12:00,Đang cập nhật,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/sup-cua-co-bong-cho-thiec-2
Manwah Taiwanese Hotpot - Gala Center Hoàng Văn Thụ,"Tầng 1,  Tầng 1 Gala Center Hoàng Văn Thụ, 415 Hoàng Văn Thụ, P. 2, Quận Tân Bình, TP. HCM",10:00 - 22:00,390.000 - 480.000,8.0,8.0,7.7,7.7,8.5,8.1,https://www.foody.vn/ho-chi-minh/manwah-taiwanese-hotpot-gala-center-hoang-van-thu
Zhen Food - Trà Sữa & Cá Viên Chiên - Trường Chinh,"A1 - 19 Chung Cư Cách Mạng Tháng 8, 162S Trường Chinh, P. 12, Quận Tân Bình, TP. HCM",16:00 - 22:00,5.000 - 169.000,9.3,9.4,9.4,9.3,9.2,9.3,https://www.foody.vn/ho-chi-minh/zhen-food-tra-sua-ca-vien-chien-truong-chinh
Manwah Taiwanese Hotpot - Estella Place,"Tầng 2,  Tầng 2 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",10:00 - 22:00,390.000 - 480.000,8.2,7.9,8.1,8.0,8.7,8.4,https://www.foody.vn/ho-chi-minh/manwah-taiwanese-hotpot-estella-place
Zhen Food - Trà Sữa & Cá Viên Chiên - Lê Đức Thọ,"42 Lê Đức Thọ, P. 7, Quận Gò Vấp, TP. HCM",14:00 - 21:45,5.000 - 169.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/zhen-food-tra-sua-ca-vien-chien-le-duc-tho
The Pizza Company - Lê Văn Sỹ,"333 Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",10:00 - 22:00,100.000 - 250.000,7.1,7.2,6.8,6.9,7.3,7.5,https://www.foody.vn/ho-chi-minh/the-pizza-company-le-van-sy
Manwah Taiwanese Hotpot - Gigamall,"Tầng 5,  Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,390.000 - 480.000,8.1,8.4,7.8,7.9,8.3,8.1,https://www.foody.vn/ho-chi-minh/manwah-taiwanese-hotpot-giga-mall
Bánh Xèo Tôm Nhảy Thanh Diệu - Ung Văn Khiêm,"80 Ung Văn Khiêm, P. 25, Quận Bình Thạnh, TP. HCM",10:30 - 21:00,16.000 - 22.000,6.2,6.3,6.0,5.7,6.2,6.7,https://www.foody.vn/ho-chi-minh/banh-xeo-tom-nhay-thanh-dieu-ung-van-khiem
Bánh Xèo Tôm Nhảy Thanh Diệu - Nguyễn Thị Nhỏ,"164 Nguyễn Thị Nhỏ, P. 15, Quận 11, TP. HCM",14:30 - 22:15,20.000 - 30.000,,6.1,5.7,5.6,5.3,6.1,https://www.foody.vn/ho-chi-minh/banh-xeo-tom-nhay-thanh-dieu-nguyen-thi-nho
The Pizza Company - Nguyễn Thái Học,"105 - 107 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",10:00 - 22:00,100.000 - 250.000,7.3,7.6,6.9,7.2,7.3,7.6,https://www.foody.vn/ho-chi-minh/the-pizza-company-nguyen-thai-hoc
Bánh Xèo Tôm Nhảy Thanh Diệu - Trường Sơn,"33 Trường Sơn, P. 15, Quận 10, TP. HCM",10:00 - 22:00,30.000 - 38.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-xeo-tom-nhay-thanh-dieu-truong-son
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Lê Văn Sỹ,"Cổng Chợ Nguyễn Văn Trỗi, Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",17:00 - 23:00,15.000 - 30.000,6.8,7.2,6.7,6.9,6.5,6.7,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-le-van-sy
Manwah Taiwanese Hotpot - Cao Thắng Mall,"Tầng 2,  Tầng 2 Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",10:00 - 22:00,390.000 - 480.000,8.2,8.4,7.9,8.0,8.5,8.2,https://www.foody.vn/ho-chi-minh/manwah-taiwanese-hotpot-cao-thang-mall
The Pizza Company - Phan Xích Long,"355 Phan Xích Long, P. 1, Quận Phú Nhuận, TP. HCM",10:00 - 22:00,100.000 - 250.000,7.3,7.5,6.9,6.9,7.4,7.6,https://www.foody.vn/ho-chi-minh/the-pizza-company-phan-xich-long
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Huỳnh Thúc Kháng,"1 Huỳnh Thúc Kháng, P. Bến Nghé, Quận 1, TP. HCM",17:00 - 23:00,30.000 - 59.000,6.9,7.5,7.0,6.8,6.4,7.2,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-huynh-thuc-khang
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Sư Vạn Hạnh,"Vỉa Hè 816 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",17:30 - 22:00,30.000 - 59.000,6.5,6.3,6.7,6.4,6.2,7.0,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-su-van-hanh
Manwah Taiwanese Hotpot - Vincom Lê Văn Việt,"Tầng 4,  Tầng L4-01 Vincom Lê Văn Việt, 50 Lê Văn Việt, Quận 9, TP. HCM",10:00 - 22:00,390.000 - 480.000,8.0,8.2,8.0,8.4,7.9,7.5,https://www.foody.vn/ho-chi-minh/manwah-taiwanese-hotpot-vincom-le-van-viet
The Pizza Company - Vincom Mega Mall Thảo Điền,"Tầng 5,  Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",11:00 - 21:00,50.000 - 200.000,7.4,7.7,7.0,7.2,7.6,7.5,https://www.foody.vn/ho-chi-minh/the-pizza-company-vincom-thao-dien
Manwah Taiwanese Hotpot - Lotte Mart Gò Vấp,"Tầng 1,  Tầng 1 Lotte Mart Gò Vấp, 242 Nguyễn Văn Lượng, P. 10, Quận Gò Vấp, TP. HCM",10:00 - 22:00,390.000 - 480.000,9.2,9.2,8.8,9.2,9.3,9.3,https://www.foody.vn/ho-chi-minh/manwah-taiwanese-hotpot-lotte-mart-go-vap
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Tô Hiến Thành,"243/7 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",17:00 - 23:00,30.000 - 59.000,7.1,7.4,6.9,7.0,7.1,7.3,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-to-hien-thanh
